"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Anginon fruticosum","Anginon fruticosum","Apiaceae","Anginon fruticosum","I.Allison & B.-E.van Wyk","Apiaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jan","Apr",NA,NA,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,1,5.2,0,0,"leaf",2,"m","i","w"
"Anisodontea triloba","Anisodontea triloba","Malvaceae","Anisodontea triloba","(Thunb.) D.M.Bates","Malvaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,1.2,0,0,"leaf",2,"h","i","p"
"Anthospermum anthiopicum","Anthospermum anthiopicum","Rubiaceae","Anthospermum aethiopicum","L.","Rubiaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1,0,0,"leaf",2,"h","w","p"
"Anthospermum dregei","Anthospermum dregei","Rubiaceae","Anthospermum dregei","Sond.","Rubiaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1,0,0,"leaf",2,"h","w","p"
"Antimima gracillima","Antimima gracillima","Aizoaceae","Antimima gracillima","(L.Bolus) H.E.K.Hartmann","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,1.3,0,0,"leaf",2,"l","i","p"
"Antimima triquetra","Antimima triquetra","Aizoaceae","Antimima triquetra","(L.Bolus) H.E.K.Hartmann","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jun",NA,NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,0.8,0,0,"leaf",2,"l","i","p"
"Aptosimum indivisum","Aptosimum  indivisum","Scrophulariaceae","Aptosimum indivisum","Burch. ex Benth.","Scrophulariaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.1,0,0,"leaf",3,"l","i","p"
"Aptosimum procumbens","Aptosimum procumbens","Scrophulariaceae","Aptosimum procumbens","(Lehm.) Burch. ex Steud.","Scrophulariaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",3,"l","i","p"
"Aptosimum spinescens","Aptosimum spinescens","Scrophulariaceae","Aptosimum spinescens","(Thunb.) Emil Weber","Scrophulariaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.7,0,0,"leaf",3,"l","i","p"
"Arctotis fastuosa","Arctotis fastuosa","Asteraceae","Arctotis fastuosa","Jacq.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,NA,20,0,0,"leaf",0,"l","i","w"
"Mesembryanthemum noctiflora","Aridaria noctiflora","Aizoaceae","Mesembryanthemum noctiflorum","L.","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"l","i","p"
"Aristida vestita","Aristida vestita","Poaceae","Aristida vestita","Thunb.","Poaceae",1,0,NA,1,0,0,0,0,0,0,0,0,"Nov",NA,NA,NA,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,20,0,1,"leaf",2,"h","w","w"
"Asparagus asparagoides","Asparagus asparagoides","Asparagaceae","Asparagus asparagoides","(L.) Druce","Asparagaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,100,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"cladode",0,0,1,0,0,0,2,0,0,"leaf",3,"m","i","m"
"Asparagus multituberosus","Asparagus multituberosus","Asparagaceae","Asparagus multituberosus","R.A.Dyer","Asparagaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"cladode",0,0,1,0,0,0,2,0,0,"leaf",3,"m","i","m"
"Asparagus ovatus","Asparagus ovatus","Asparagaceae","Asparagus ovatus","T.M.Salter","Asparagaceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jul",NA,NA,NA,100,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"cladode",0,0,1,0,0,0,2,0,0,"leaf",2,"l","i","m"
"Athanasia minuta","Athanasia minuta","Asteraceae","Athanasia minuta","(L.f.) Källersjö","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",2,"l","i","w"
"Atriplex cinerea","Atriplex cinerea subsp bolusii","Amaranthaceae","Atriplex cinerea","Poir.","Amaranthaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3,0,0,"leaf",2,"l","u","p"
"Atriplex lindleyi","Atriplex lindleyi","Amaranthaceae","Atriplex lindleyi","Moq.","Amaranthaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"May","Oct",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2,0,0,"leaf",1,"l","u","p"
"Atriplex semibaccata","Atriplex semibaccata","Amaranthaceae","Atriplex semibaccata","R.Br.","Amaranthaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",1,"l","u","p"
"Augea capensis","Augea capensis","Zygophyllaceae","Zygophyllum augea","Christenh. & Byng","Zygophyllaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",1,"l","i","w"
"Babiana flabellifolia","Babiana flabellifolia","Iridaceae","Babiana flabellifolia","Harv. ex Klatt","Iridaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","w"
"Babiana framesii","Babiana framesii","Iridaceae","Babiana framesii","L.Bolus","Iridaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,10,0,0,"leaf",3,"l","i","w"
"Babiana pauciflora","Babiana pauciflora","Iridaceae","Babiana pauciflora","G.J.Lewis","Iridaceae",1,0,NA,1,0,1,0,1,1,0,1,0,"Jun",NA,NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",2,"l","i","w"
"Babiana sambucina ","Babiana sambucina var longibracteata","Iridaceae","Babiana sambucina","(Jacq.) Ker Gawl.","Iridaceae",1,0,NA,1,0,1,0,1,1,0,1,0,"Jul","Sep",NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,23,0,0,"leaf",2,"l","i","w"
"Babiana spathacea","Babiana spathaceae","Iridaceae","Babiana spathacea","(L.f.) Ker Gawl.","Iridaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,30,0,0,"leaf",3,"l","i","w"
"Berkheya eriobasis","Berkheya eriobasis","Asteraceae","Berkheya eriobasis","(DC.) Roessler","Asteraceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,10,0,0,"leaf",2,"m","i","w"
"Berkheya fruticosa","Berkheya fruticosa","Asteraceae","Berkheya fruticosa","Ehrh.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",2,"m","i","w"
"Berkheya glabrata","Berkheya glabrata","Asteraceae","Berkheya glabrata","(Thunb.) Fourc.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Oct",NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,20,0,0,"leaf",2,"m","i","w"
"Berkheya heterophylla","Berkheya heterophylla","Asteraceae","Berkheya heterophylla","O.Hoffm.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Jan",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,20,0,0,"leaf",2,"m","i","w"
"Berkheya onobromoides","Berkheya onobromoides","Asteraceae","Berkheya onobromoides","O.Hoffm. & Muschl.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,NA,40,0,0,"leaf",2,"m","i","w"
"Boophane disticha","Boophane disticha","Amaryllidaceae","Boophone disticha","Herb.","Amaryllidaceae",1,0,NA,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"leaf",1,0,0,0,0,0,30,0,0,"leaf",3,"l","m","w"
"Bromus pectinatus","Bromus pectinatus","Poaceae","Bromus pectinatus","Thunb.","Poaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Jul","Nov",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",0,"l","w","p"
"Brunsvigia bosmaniae","Brunsvigia bosmaniae","Amaryllidaceae","Brunsvigia bosmaniae","F.M.Leight.","Amaryllidaceae",1,0,NA,1,0,0,1,1,1,0,0,0,"Mar","May",NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,35,0,0,"leaf",3,"l","m","w"
"Brunsvigia striata","Brunsvigia cf. minor","Amaryllidaceae","Brunsvigia nervosa","(Poir.)","Amaryllidaceae",1,0,NA,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,20,0,0,"leaf",3,"l","m","w"
"Bulbine aloides","Bulbine aloides","Asphodelaceae","Bulbine alooides","Willd.","Asphodelaceae",1,0,NA,1,0,0,1,1,1,0,0,0,"Mar","May",NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",2,"l","i","w"
"Bulbinella nutans","Bulbine nutans","Asphodelaceae","Bulbinella nutans","(Thunb.) T.Durand & Schinz","Asphodelaceae",1,0,NA,1,0,1,0,1,1,0,0,0,"Jul","Oct",NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,45,0,0,"leaf",2,"l","i","w"
"Bulbine praemorsa","Bulbine praemorsa","Asphodelaceae","Bulbine praemorsa","(Jacq.) Spreng.","Asphodelaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,4,0,0,"leaf",2,"l","i","w"
"Bulbine succulenta","Bulbine succulenta","Asphodelaceae","Bulbine succulenta","Compton","Asphodelaceae",1,0,NA,1,0,1,0,1,1,0,0,0,"Jul","Sep",NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",2,"l","i","w"
"Bulbine torta","Bulbine torta","Asphodelaceae","Bulbine torta","N.E.Br.","Asphodelaceae",1,0,NA,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",3,"l","i","w"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Brassicaceae","Capsella bursa-pastoris","Medik.","Brassicaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,8,0,0,"leaf",0,"l","i","p"
"Cephalophyllum curtophyllum","Cephalophyllum curtophyllum","Aizoaceae","Cephalophyllum curtophyllum","(L.Bolus) Schwantes","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug",NA,NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","p"
"Cephalophyllum framesii","Cephalophyllum framesii","Aizoaceae","Cephalophyllum framesii","L.Bolus","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jun","Aug",NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,7,0,0,"leaf",3,"l","i","p"
"Cephalophyllum hallii","Cephalophyllum hallii","Aizoaceae","Cephalophyllum hallii","L.Bolus","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","p"
"Chaenostoma caeruleum","Chaenostoma caeruleum","Scrophulariaceae","Chaenostoma caeruleum","(L.f.) Kornhall","Scrophulariaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.5,0,0,"leaf",2,"l","i","p"
"Chaetobromus involucratus","Chaetobromus involucratus","Poaceae","Chaetobromus involucratus","(Schrad.) Nees","Poaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,25,0,1,"mixed",2,"h","w","w"
"Cheiridopsis namaquensis","Cheiridopsis namaquensis","Aizoaceae","Cheiridopsis namaquensis","(Sond.) H.E.K.Hartmann","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",3,"l","i","p"
"Chlorophytum undulatum","Chlorophytum undulatum","Agavaceae","Chlorophytum graminifolium","(Willd.) Kunth","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,0,0,"Jul","Oct",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,15,0,0,"leaf",2,"l","i","w"
"Chrysocoma oblongifolia","Chrysocoma oblongifolia","Asteraceae","Chrysocoma oblongifolia","DC.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"m","i","w"
"Cladoraphis spinosa","Cladoraphis spinosa","Poaceae","Cladoraphis spinosa","(L.f.) S.M.Phillips","Poaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","May",NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,1,"mixed",2,"l","w","w"
"Cleretum bellidiforme","Cleretum bellidiforme","Aizoaceae","Cleretum bellidiforme","(Burm.f.) G.D.Rowley","Aizoaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,3,0,0,"leaf",0,"l","i","p"
"Cleretum lyratifolium","Cleretum lyratifolium","Aizoaceae","Cleretum lyratifolium","Ihlenf. & Struck","Aizoaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",0,"l","i","p"
"Cleretum maughanii","Cleretum maughanii","Aizoaceae","Cleretum maughanii","(N.E.Br.) Klak","Aizoaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Jul","Sep",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,5,0,0,"leaf",0,"l","i","p"
"Cleretum papulosum","Cleretum papulosum","Aizoaceae","Cleretum papulosum","(L.f.) L.Bolus","Aizoaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",0,"l","i","p"
"Cliffortia arborea","Cliffortia arborea","Rosaceae","Cliffortia arborea","Marloth","Rosaceae",1,0,NA,1,1,1,0,0,0,0,1,1,"Nov",NA,NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"h","w","p"
"Colchicum albomarginatum","Colchicum albomarginatum","Colchicaceae","Colchicum albomarginatum","(Schinz) J.C.Manning & Vinn.","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,15,0,0,"leaf",2,"l","m","p"
"Colchicum capense subsp. ciliolatum","Colchicum capense subsp. ciliolatum","Colchicaceae","Colchicum capense subsp. ciliolatum","(Schltr. & K.Krause) J.C.Manning & Vinn.","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,12,0,0,"leaf",2,"l","m","p"
"Colchicum crispum","Colchicum crispum","Colchicaceae","Colchicum crispum","(Schinz) J.C.Manning & Vinn.","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,0,0,"Jul","Aug",NA,NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,10,0,0,"leaf",2,"l","m","p"
"Convolvulus capensis","Convolvulus capensis","Convolvulaceae","Convolvulus capensis","Burm.f.","Convolvulaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,2,0,0,"leaf",2,"l","i","w"
"Nidorella ivifolia","Conyza scabrida","Asteraceae","Nidorella ivifolia","(L.) J.C.Manning & Goldblatt","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",2,"m","i","w"
"Cotula barbata","Cotula barbata","Asteraceae","Cotula barbata","DC.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,1,1,5,0,0,"leaf",0,"l","i","w"
"Cotula bipinnata","Cotula bipinnata","Asteraceae","Cotula bipinnata","Thunb.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,5,0,0,"leaf",0,"l","i","w"
"Cotula microglossa","Cotula microglossa","Asteraceae","Cotula microglossa","O.Hoffm. & Kuntze ex Kuntze","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Sep","Oct",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,5,0,0,"leaf",0,"l","i","w"
"Cotula nudicaulis","Cotula nudicaulis","Asteraceae","Cotula nudicaulis","Thunb.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Jul","Sep",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,2,0,0,"leaf",0,"l","i","w"
"Cotula sororia","Cotula sororia","Asteraceae","Cotula sororia","DC.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,2,0,0,"leaf",0,"l","i","w"
"Crassula alpestris","Crassula alpestris","Crassulaceae","Crassula alpestris","Thunb.","Crassulaceae",1,0,NA,1,0,1,0,0,0,NA,0,0,NA,NA,NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"l","i","p"
"Crassula barbata","Crassula barbata","Crassulaceae","Crassula barbata","Thunb.","Crassulaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",2,"l","i","p"
"Crassula dichotoma","Crassula dichotoma","Crassulaceae","Crassula dichotoma","L.","Crassulaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,1,0,0,"leaf",0,"l","i","p"
"Crassula glomerata","Crassula glomerata","Crassulaceae","Crassula glomerata","P.J.Bergius","Crassulaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,0.7,0,0,"leaf",0,"l","i","p"
"Crassula sericea","Crassula sericea","Crassulaceae","Crassula sericea","Schönland","Crassulaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,3.5,0,0,"leaf",3,"l","i","p"
"Crassula subaphylla","Crassula subaphylla","Crassulaceae","Crassula subaphylla","Harv.","Crassulaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,1,0,0,0,0,4,0,0,"leaf",3,"l","i","p"
"Crassula thunbergiana","Crassula thunbergiana","Crassulaceae","Crassula thunbergiana","Roem. & Schult.","Crassulaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",1,1,0,0,0,0,1.2,0,0,"leaf",0,"l","i","p"
"Crassula umbella","Crassula umbella","Crassulaceae","Crassula umbella","Jacq.","Crassulaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Jul","Oct",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,8,0,0,"leaf",0,"l","i","p"
"Crassula vaillantii","Crassula vaillantii","Crassulaceae","Crassula vaillantii","Roth","Crassulaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,0.4,0,0,"leaf",0,"l","i","p"
"Cromidon corrigioloides","Cromidon corrigioloides","Scrophulariaceae","Cromidon corrigioloides","(Rolfe) Compton","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.6,0,0,"leaf",0,"l","i","p"
"Cromidon varicalyx","Cromidon varicalyx","Scrophulariaceae","Cromidon varicalyx","Hilliard","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",0,"l","i","p"
"Crossyne guttata","Crossyne guttata","Amaryllidaceae","Crossyne guttata","(L.) D.Müll.-Doblies & U.Müll.-Doblies","Amaryllidaceae",1,0,NA,1,0,0,1,1,0,1,1,0,"Feb","Apr",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,30,0,0,"leaf",3,"l","i","w"
"Cyperus marginatus","Cyperus marginatus","Cyperaceae","Cyperus marginatus","Thunb.","Cyperaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,100,1,1,"mixed",2,"h","w","w"
"Cyphia volubilis","Cyphia volubilis","Lobeliaceae","Cyphia volubilis","Willd.","Campanulaceae",1,0,NA,1,0,1,0,1,1,0,1,0,"Aug","Sep",NA,NA,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,1,"mixed",2,"l","i","p"
"Cysticapnos vesicaria","Cysticapnos vesicaria","Fumariaceae","Cysticapnos vesicaria","(L.) Fedde","Papaveraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,1.5,0,0,"leaf",0,"l","i","p"
"Deverra denudata","Deverra denudata","Apiaceae","Deverra denudata","(Viv.) Pfisterer & Podlech","Apiaceae",1,0,NA,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,1,1,5,1,1,"mixed",3,"m","w","p"
